unique_id,id,year,text,label
1960_f9f42a18e70d1eeac1c4e596ae326cf7,T126,1960,"I would take any action necessary to defend the treaty, Formosa, and the Pescadores Island",Premise
1960_fc9c1ee56cedf285d3dd23c7afafae98,T127,1960,I believe that we should meet our commitments,Claim
1960_7dc4d63810479871061a1d2addf7d538,T128,1960,"if the Chinese Communists attack the Pescadores and Formosa, they know that it will mean a war",Claim
1960_1a16bcaddf147cf91b83850e63090161,T129,1960,"I stand with the Secretary of State, Mr. Herter, who said these islands were indefensible",Premise
1960_2178850e0c61b845a1d0900931e5875d,T130,1960,that concept is completely repugnant,Premise
1960_4a254758ca59f4dd4d7c07f96d516cfb,T131,1960,I stand with them,Premise
1960_0e3b71c3088f23ec7c1de01347cd16c5,T132,1960,General Twining said they were still doing it in 1959,Premise
1960_06bcda30fd32285423514f7db213b75d,T133,1960,To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take,Premise
1960_dc2f5a9cbf595ae1171c81809a7af9ac,T134,1960,the treaty is quite precise,Claim
1960_4fbbde74febbe78db2cf474199193c4e,T135,1960,I sustain the treaty,Claim
1960_d88bd914f44e9e7261bb10842640a72e,T136,1960,"Mr. Nixon would add a guarantee to islands five miles off the coast of the Republic of China when he's never really protested the Communists seizing Cuba, ninety miles off the coast of the United States",Premise
1960_7061d6200cfefd979f24c46a8d0d0933,T137,1960,I would not hand over these islands under any point of gun,Premise
1960_fef3e64effadca85522fd6afd0c86abf,T138,1960,Mr. Truman has his methods of expressing things,Premise
1960_8eb13d1b1d0f1f3a1f393befb51ab77b,T139,1960,he's been in politics for fifty years,Premise
1960_f7c1b0c1b666bde6d71aafb76b503c01,T140,1960,he's been president of the United States,Premise
1960_a8c09f8bd3bd6895ff14df46c7c2764c,T141,1960,They may - are not my style,Premise
1960_86ecff91a0106b92a45691caebcdccd3,T142,1960,I really don't think there's anything that I could say to President Truman that's going to cause him to change his particular speaking manner,Claim
1960_5fe7fd70488142758a75d2e6e9674127,T143,1960,he was going to vote for Mr. Nixon,Claim
1960_3779b61850bfb62fddb6f02a46cc964f,T144,1960,he felt that government seizure might be the best way to stop a strike which could not be settled by collective bargaining,Premise
1960_43bf94b90e761f8fea3a51ccf0c67a6a,T145,1960,"Yes, I think so",Claim
1960_f726edccccf4a1a0aca1883985598236,T146,1960,Senator Kennedy and I have felt Mr. Truman's ire,Premise
1960_65afbd0bd8a3e6b4479d727f6db15bed,T147,1960,I think he can speak with some feeling on this subject,Claim
1960_d21341b32fa6642d04112fa7c16b996a,T148,1960,We all have tempers,Premise
1960_b821a0c1654b5a83b7f2ca04004e7f78,T149,1960,I have one,Premise
1960_5f96230acdaf0172d70d9f565cfc6184,T150,1960,Senator Kennedy has one,Premise
1960_874d3c9bfa614b3dbc8f639ebbbb0ade,T151,1960,"when a man's president of the United States, or a former president, he has an obligation not to lose his temper in public",Claim
1960_53152a7df291c7e8a5b5f81cf71f2b70,T152,1960,I've noted around the country are the tremendous number of children who come out to see the presidential candidates,Premise
1960_b922324241db581abe44832534d8a54a,T153,1960,I see mothers holding their babies up,Premise
1960_4e3556256fefeef0b30a5c89d5aab7f4,T154,1960,they can see a man who might be president of the United States,Premise
1960_b0027e72aa8cb9b47c2a828f979a4223,T155,1960,"I know Senator Kennedy sees them, too",Premise
1960_13f475c74417a8ef0e1c82a4db57f6ca,T156,1960,"whoever is president is going to be a man that all the children of America will either look up to, or will look down to",Claim
1960_70070f7fa3b346d9aa9c453f18725499,T157,1960,"I'm very proud that President Eisenhower restored dignity and decency and, frankly, good language to the conduct of the presidency of the United States",Premise
1960_8b906af82e4b15d154ee59efb845db15,T158,1960,I could approach President Eisenhower in maintaining the dignity of the office,Claim
1960_2caa62c864cf3b5308106d9fa25173fb,T159,1960,in seeing to it that whenever any mother or father talks to his child,Premise
1960_0f82ee96e70baa16a0829895063c2a60,T160,1960,he can look at the man in the White House,Premise
1960_4a9c810e647bca9bfc855217967eb2a4,T161,1960,there is a man who maintains the kind of standards personally that I would want my child to follow,Premise
1960_26e870b80c47910967c0a98c6745c3bd,T162,1960,of course it's a criticism that is being made,Claim
1960_b5d8a19cbcc0071ab88b59907daa989d,T163,1960,I obviously don't think it's valid,Claim
1960_aaa802e90e99245f3157cf97c90d40b3,T164,1960,I have supported the Administration's position,Premise
1960_8b6d8d75026f8fdd624fbb51659feb47,T165,1960,I think that that position has been correct,Claim
1960_8063a4d77d627aabc88d32a1aeb67f92,T166,1960,I think my position has been correct,Claim
1960_f91a1725ab0af6638ca5d42441b30844,T167,1960,I stated over and over again that it was essential during that period that the United States make it clear that we would not tolerate Indochina falling under Communist domination,Premise
1960_3c5d0bba46e79bbb7112e4ac1c33731a,T168,1960,"as a result of our taking the strong stand that we did, the civil war there was ended",Premise
1960_994fda98e4a53ee0f1e5a0f3a16a238e,T169,1960,"at least in the south of Indochina, the Communists have moved out",Premise
1960_e2ac16dd1282d9a95b0431227f44960e,T170,1960,"we do have a strong, free bastion there",Premise
1960_196fe60c0426added56dffc07a62603d,T171,1960,looking to the U-2 flights I have been supporting the President's position throughout,Premise
1960_063a2086d669c627a625034d023d1bf8,T172,1960,I think the President was correct in ordering these flights,Claim
1960_8066f72913ebad7d12436856bf3ac5fd,T173,1960,"I think the President was correct, certainly, in his decision to continue the flights while the conference was going on",Claim
1960_bc7686588f60598ee0afd3bc67e9c0ea,T174,1960,they know as Senator Kennedy will have to know that if you do that you encourage them to more aggression,Claim
1960_37cab2b65e5f9b56402007f1bed40789,T175,1960,you should not indicate to the Communists in advance that you're going to surrender an area that's free,Premise
1960_407827d267ab76f227eaa9e183e15902,T176,1960,would enable him to be more effective than we have been in handling these strikes,Claim
1960_64f75126d09ffc3ec5046ea1a6613a5f,T177,1960,"to management, on the other side",Claim
1960_88cfaa5c8c09ea248e67654ee47bbd0c,T178,1960,I never criticized the U-2 flights in general,Claim
1960_dbea1c9aa922b493ad1d59f6367df80e,T179,1960,I never suggested espionage should stop,Claim
1960_932ed3906f7e534ff5089a80f56301e4,T180,1960,Mr. Nixon talked before the newspaper editors in the spring of 1954 about putting American boys into Indochina,Premise
1960_52b79afaa544097fcf36afff443e065a,T181,1960,The reason Indochina was preserved was the result of the Geneva Conference which Indochina,Claim
1960_e694b2e7fc1e1ae8c8e8fb654c43d2a5,T182,1960,U-2 flight in May just before the conference was a mistake in timing,Claim
1960_1e5f6cb07fe643bafab7ddff57d594a5,T183,1960,"the hazards involved, if the summit conference had any hope for success",Premise
1960_e6e974d64053885bbda30ff083df12a4,T184,1960,"the Vice President indicated that the flights were going on, even though the Administration and the President had canceled the flights on May twelfth",Premise
1960_ddbd4b531e8424305f77e4ea19bc6a65,T185,1960,Vice President suggests that we should keep the Communists in doubt about whether we would fight on Quemoy and Matsu,Premise
1960_50c062b4c23a2c43b35f52c24f55e504,T186,1960,That's not the position he's taking,Claim
1960_020b9c2cd05e4602fc9adebe789282b8,T187,1960,He's indicating that we should fight for these islands,Claim
1960_17cc3f92650d51e556677fa71e645a12,T188,1960,they are in the area of freedom,Premise
1960_93e2ef7ef34673fc115c450b644c7cbf,T189,1960,He didn't take that position on Tibet,Premise
1960_394275756673ff57b29895329f39facf,T190,1960,He didn't take that position on Budapest,Premise
1960_9f82429ac5315b1e0a1de9105b9e6acf,T191,1960,He doesn't take that position that I've seen so far in Laos,Premise
1960_7435d9b1ebe6abb126a7bf152433f5e4,T192,1960,Guinea and Ghana have both moved within the Soviet sphere of influence in foreign policy; so has Cuba,Premise
1960_bdacc746b226b858f4b7627798903c9a,T193,1960,the United States should meet its commitments to Que- to uh - Formosa and the Pescadores,Claim
1960_537225b7ac83381f9dd81a53b76cb7a2,T194,1960,these islands that we're now talking about are not worth the bones of a single American soldier,Premise
1960_11fb73af247c6589ac61bc257cd7ce17,T195,1960,I know how difficult it is to sustain troops close to the shore under artillery bombardment,Premise
1960_c83b65611a6443e2c853dad576f93619,T196,1960,"I think, we should make it very clear the disagreement between Mr. Nixon and myself",Claim
1960_73f41893bc7536f7c341e4fd6cabab8f,T197,1960,the program the Vice President put forward will cost a billion dollars more than the present program,Claim
1960_3ced565652d13c5b33d2b70cf3035a83,T198,1960,I disapprove of the issue,Claim
1960_cc36e6b99fb3a2337e80856832b5d63f,T199,1960,I do not suggest that Mr. Nixon does in any way,Claim
1960_cb5381af5cb85ccd834436dae40c34b8,T200,1960,I don't suggest that,Claim
1960_e9b77a8bd46adc721405e412a6fa06bc,T201,1960,I don't support it,Claim
1960_d9638f730fb25b94b07b0a2779aaaa6e,T202,1960,That's absurd,Claim
1960_5aa7194fed96d8dfee7157a49bcfe58e,T203,1960,I would disagree with it,Claim
1960_bde4f0c4a68bd50cdfbfbf31a51e1fdc,T204,1960,"I believe, who is the head of the Klan, who lives in Tampa, Florida, indicated in a statement, I think, two or three weeks ago that he was not going to vote for me",Claim
1960_7ee10973410ad9747849493b75138a6d,T205,1960,"I do not suggest in any way, nor have I ever, that that indicates that Mr. Nixon has the slightest sympathy, involvement, or in any way imply any inferences in regard to the Ku Klux Klan",Premise
1960_f0fefffbd7c87c7e27c83e4a04d8c4fb,T206,1960,"Mr. Nixon knows very well that in this whole matter that's been involved with the so-called religious discussion in this campaign, I've never suggested, even by the vaguest implication, that he did anything but disapprove it",Premise
1960_8e35fbad2299d3395d3aac8ea48d624a,T207,1960,I pointed out that it was my position that Americans must choose the best man that either party could produce,Premise
1960_a56b6c2e8b994f510b4820236a86c01b,T208,1960,We can't settle for anything but the best,Premise
1960_7a7cbaf7aa83950b8cff0ae9c1c33414,T209,1960,the best man that this nation can produce,Premise
