unique_id,id,year,text,label
1988_f40c0d464d7ca908b6420f833dab4167,T67,1988,"We cannot continue to tell the American people that we're going to build all of these systems, and at the same time, invest in important things here at home, and be serious about building a strong and good America",Premise
1988_fc80acf7cf5ae8f528167f7311ca736f,T68,1988,I think the foremost responsibility of a president really gets down to the national security of this country,Claim
1988_139dc02c936e644a68b44fa86c29be11,T69,1988,"The Governor talks about limits, what we can't do, opposes these two modernization systems, talks now about well, we'll develop some new kind of a missile",Premise
1988_4a4de4bbb742ab4d5d3b2e8729fe240f,T70,1988,"It takes eight years, ten years, to do that",Claim
1988_9e89dff248d09709bfcd24052603486e,T71,1988,He talked about a nuclear freeze back at the time when I was in Europe trying to convince European public opinion that we ought to go forward with the deployment of the INF weapons,Premise
1988_934f47da958e519ed2649b51b6d27f92,T72,1988,They were wrong,Claim
1988_f9db45e48526d143f2b18c0de44fb9f8,T73,1988,"the result is, we deployed, and the Soviets kept deploying, and then we negotiated from strength",Premise
1988_21e5c65de254297bd9768b61bddfea1d,T74,1988,now we have the first arms control agreement in the nuclear age to ban weapons,Premise
1988_0e15229fdca54c711931657776cb0251,T75,1988,You just don't make unilateral cuts in the naive hope that the Soviets are going to behave themselves,Claim
1988_10443dee18fa7f43b4b338798a1a776a,T76,1988,"World peace is important, and we have enhanced the peace",Premise
1988_9d73c0066e3fd83cd88f1dfafb8123d6,T77,1988,Peace through strength works,Claim
1988_ec5a6fa1c4c819883e5243cb3bfb0d90,T1,1988,you got to go back to what social security was when it was created,Premise
1988_3fded0007d454cb53d9033e0e77ee8ac,T2,1988,It wasn't created as a welfare program,Premise
1988_67318ffeb0412355766135edcec0e2ae,T3,1988,It wasn't created that is it was created as a whole retirement or supplement to retirement program,Premise
1988_643e1f9829270ae127863336880e37c6,T4,1988,It wasn't created as a welfare program,Premise
1988_7d84f31c9a7512551d48548f218126e8,T5,1988,"We came into office and the Social Security Trust Fund was in great jeopardy and the President took the leadership working with the Democrats and the Republicans in Congress some tough calls were made and the Social Security Trust Fund was put back into sound, solvent condition",Premise
1988_1bb1227ed8c4b45f4235ad1d51200fd6,T6,1988,there are several there's a good political reason,Claim
1988_352ddb81c8f55053d899ffbf697043c5,T7,1988,it's just about this time of year that the Democrats start saying the Republicans are going to take away your Social Security,Premise
1988_ef144f3e7839a829b44c1e627594e463,T8,1988,In precinct politics in Texas and I've seen it at the national leve,Premise
1988_5717dce1ad8ffc56c9de328ab2c6f5f3,T9,1988,We have made the Social Security Trust Fund sound,Claim
1988_ba52acac3bcc481b66d9a4c837ef306d,T10,1988,it is going to be operating at surpluses,Premise
1988_10eb9a20a0a482899dad377adbfc54ca,T11,1988,I don't want the liberal Democratic Congress to spend out of that Social Security Trust Fund or go and take the money out for some other purpose,Premise
1988_b6ea41bb5ef50582123cbe313a9a108d,T12,1988,I will not go in there and suggest changes in Social Security,Claim
1988_649dd4f8e28423fc6341b257fbb4cabd,T13,1988,I learned that the hard way and the Governor and I both supported slipping the COLAs for one year,Premise
1988_33d1ff800306c5fabd0c2e67839c6b6e,T14,1988,I am going to keep that Social Security Trust Fund sound,Claim
1988_82cf474ec4e1623f5053efbb140014c9,T15,1988,I don't know which George Bush I'm listening to,Claim
1988_22df30a89477ccc7f681e2445459add5,T16,1988,"George Bush, a few years ago, said that Social Security was basically a welfare system",Premise
1988_8b9c1eb7b071e69a3913dd7cd58e2208,T17,1988,"And in 1985, he flew back from the West Coast to cut that COLA",Premise
1988_3326b8ca0a415af28840e5b5ff29afd3,T18,1988,I voted against that at the National Governors Association,Premise
1988_9898229e7447f7da8b67164ae93d56f7,T19,1988,We won a majority,Premise
1988_21650b4b21911f2cbe01c11cead9f8c3,T20,1988,we didn't win the two-thirds that was necessary nor to pass that resolution,Premise
1988_e2c31d93872848911bb0447a2120dbc4,T21,1988,I've opposed that,Claim
1988_040ac5a13aba38e200e26e8c6445a984,T22,1988,everybody knew what we were doing,Premise
1988_4e83aaa95564e6f825ef17e647852f07,T23,1988,"The reason that we raise concerns, not just in election years, but every year, because Republicans, once they're elected and start cutting",Premise
1988_fc8ce4c7d9e772b83333d55825b88155,T24,1988,You did it in 1985,Premise
1988_c3091462642eccb006b35d2b8fa86098,T25,1988,"The Administration tried to do it repeatedly, repeatedly in 81 82",Premise
1988_c95b339eb769848d5624f595c571baa7,T26,1988,I'm sure you'll try to do it again,Claim
1988_396d622a738a4a1120e0034a09a4e63a,T27,1988,there's no way you can finance what you want to spend,Premise
1988_3c5084cdd6261b4f6ff6d49fd996eb83,T28,1988,"There's no way you can pay for that five year, $40 billion tax cut for the rich and still buy all those weapons systems you want to buy unless you raid the Social Security Trust Fund",Premise
1988_68b3ab9fe1a01b5aa115173988b9c1b4,T29,1988,He supported it at the National Governors Conference,Premise
1988_d518f8e134d635b895e6ac2f52afa223,T30,1988,I supported it in breaking a tie in a major compromise package,Premise
1988_6f8c6016ed7cf78c1a00f5bd31948abc,T31,1988,we got assailed by the Democrats in the election over that,Premise
1988_ff0541336a5aa1f025bb61576cde5613,T32,1988,Keep the trust with the older men and women of this country,Premise
1988_d494a6d630b3073774e996259c4076c7,T33,1988,keep our commitment to the elderly and maybe down the line,Premise
1988_e5b9adbd274795c3193731a676ffa503,T1,1988,I have a very strong record on the environment in the United States Senate,Claim
1988_664fca4557ceb8de74c8a8a21cd5bf47,T2,1988,I have a record where I voted for the superfund legislation,Premise
1988_f68053d92a8057c50b31b66a5ae5f9e9,T3,1988,I have a record where I voted against my president on the override of the Clean Water Act,Premise
1988_7f81ed5e72e024edac8bf0daa9a619fd,T4,1988,I have voted for the major pieces of environmental legislation that have come down and been voted on in the United States Senate,Premise
1988_62badac105c1ee6c9195b738c3716c16,T5,1988,This administration - and I support this administration and its environmental efforts - has moved in the area for the first time to deal with the ozone problem,Claim
1988_702dd030bf4b1d5ae7eb87ceaafea75b,T6,1988,"We now have an international treaty, the treaty that is commonly referred to as the Montreal Treaty",Premise
1988_b668987a64dd5ca15ea575cc3089280d,T7,1988,For the first time we are talking about the impact of CO2 to the ozone layer,Premise
1988_64118246df0c31c023f4fdf26a56242d,T8,1988,That's progress with the environment,Claim
1988_0e15948a684a8f4a099a58b1c4489520,T9,1988,We are committed to the environment,Claim
1988_63aa9813ba9f9477166ee733979edfed,T10,1988,"I take my children hiking and fishing, walking in the woods, in the wilderness",Premise
1988_d2ca43be3f9b31f2308ee4dc732b2a9a,T11,1988,"Believe me, we have a commit to preserving the environment",Claim
1988_96f8cedbe726891398a6906026a026e7,T12,1988,"You bring up the environment, you can't help but think about the environmental policy of the governor of Massachusetts",Premise
1988_a5ada11c932138abf861126257466dd9,T13,1988,He talks about being an environmentalist,Premise
1988_8167a58d7dcfe05c97f51e17383b1078,T14,1988,"The Boston Harbor - the Boston Harbor, which is the dirtiest waterway in America, tons of raw sewage go in there each and every day",Premise
1988_9a18edf52bd88a366b59e7a3f33b3a46,T15,1988,What has the governor of Massachusetts done about that? Virtually nothing,Claim
1988_2bb14af61c8b9dfd50c444401b1863cd,T16,1988,then he has the audacity to go down to New Jersey and tell the people of New Jersey that he's against ocean dumping,Premise
1988_4ab24ed2d8740d3127d13780d26a783e,T17,1988,This is the same governor that applied for a license to dump Massachusetts sewage waste off the coast of New Jersey,Premise
1988_1f9c002e4d437a62087469b1c58f7d42,T18,1988,Who has the environmental record? Who has the environmental interest? George Bush and I do,Claim
1988_c5ecff9d628c204c8ec47ecb0e47e924,T19,1988,"I must say, when they talk about Boston Harbor and he says he hasn't done anything, the facts are he has a $6-billion program under way on waste treatment",Premise
1988_74152d32e1f35af0de14b0b043ad8084,T20,1988,"it was this administration, their administration, that cut out the money early on to be able to clean up water, and made it impossible to move ahead at that time on Boston Harbor",Premise
1988_bdf5f925d430edd217798a217b558deb,T21,1988,"We are the authors, the Democratic Party, of Clean Air, of Clean Water, of the superfund",Claim
1988_05c1d0f6dc0c9821226b2d4c9c5acec6,T22,1988,I am one who played a very major role in passing the superfund legislation,Premise
1988_cab701cdea1aab7fe1bebea577f0ac16,T23,1988,"every environmental organization that I know, every major one, has now endorsed the Dukakis-Bentsen ticket",Premise
1988_dda244c33c254fd426d9f250f5e34514,T24,1988,"I am one who has just received the environmental award in Texas for the work I've done to clean up the bays, to clean up the water, off the coast of Texas",Premise
1988_e5b0f0068ec2f8f4034e7bddb5dad370,T25,1988,I think we know well who's going to help clean up this environment,Claim
1988_5c1e4532e932bf9b1e3ff2e03e010bea,T26,1988,"The record is there, the history is there",Premise
1988_3919f573c3c2afffc6987f7c0b58fdfc,T27,1988,Dukakis and Bentsen will be committed to that,Claim
1988_9f710c09d798c5542f96507c164d778c,T1,1988,In 1983 Republicans and Democrats dropped their political swords and in a bipartisan effort saved the Social Security system,Premise
1988_df8fc6f3962b5286c44111b32c6ba30d,T2,1988,That's the politics of the past,Premise
1988_e19c8eaaf41532d49224161cb3db05eb,T53,1988,we have a contract with the American people on Social Security,Claim
1988_19338626095b3bb6733506679096bb74,T55,1988,When they talk about the fact that they are going to continue to cut this budget,Premise
1988_4340b80ed9f09f19ac7c9e80dae5d0c3,T56,1988,I know too well what their rack record is,Claim
1988_5be76904f527b4837d6e14a45831df82,T57,1988,I think it's very important that we not see these kinds of end runs by this administration,Claim
1988_b2b0481d0d5a1a02170952607d31c7cc,T58,1988,the record is clear,Claim
1988_1855e3fb36f53b3a73d8a3c8bad3b771,T59,1988,we saw Vice President Bush fly back from the west coast to break a tie in the United States Senate,Premise
1988_737ea90fd7bfa88025130a883ecb8b5e,T60,1988,He doesn't get to vote very often in the Senate,Premise
1988_f8f8ae4ff8a5733d68b89493cb6a1507,T61,1988,he made a special trip to come back and vote against a cost-of-living increase,Premise
1988_59ca284bc5a6ce73d5ab4e85f6bd8d39,T63,1988,"when you talk about Social Security, the people that are going to protect it are the Democrats that brought forth that program",Claim
1988_72e09d4f32c1f29695e29b99f59a209b,T64,1988,At that point they tried a $40-billion end run to cut Social Security,Premise
1988_596d35dc0e0162b8fc5e3d08a4cf073d,T66,1988,"Social Security is an issue where Senator Quayle voted eight times to cut the benefits on Social Security, where this administration came in and tried to cut the benefits, the minimum benefits, $122 a month for widows, for retirees, tried to cut the benefits for 62-year-old retirees by 40 percent, tried to do an end run on Social Security when they first came in after promising not to cut it - to cut it by some 20 billion, and while we were working together to reform the Social Security system and to be certain that that money was going to be there for people when they retired",Premise
1988_87557268f4ac6dad5df511efc3547c96,T67,1988,What I have voted for and what Senator Bentsen has voted for is to delay the cost-of-living adjustments,Premise
1988_1eecce15a9802ea36b653347b91c7809,T68,1988,"Senator Bentsen, you know that I did not vote to cut Social Security benefits eight times",Premise
1988_a0f36f114fc3b4253ee7836bf07823f9,T69,1988,"John, you are right: they use this for political advantage",Claim
1988_b24228b275a929a9768bb1167481e6d1,T71,1988,Senator Bentsen two times in the United States Senate voted to delay the cost-of-living adjustments,Premise
1988_bfcb1ba3cae82a2aa48e2121d3c686b8,T72,1988,The governor of Massachusetts at a governors' conference supported a resolution to delay the cost-of-living adjustment,Premise
1988_4d2926a30a429585efadf9f1d6a97161,T73,1988,What they try to do time and time again is to scare the old people of this country,Claim
1988_f7770262b9c88763ac0f9838d2079f67,T74,1988,that program is actuarially sound to the turn of this century,Claim
1988_f506371043cd6fb796cbc2e3171a8a89,T75,1988,Republicans and Democrats banded together,Claim
1988_e64e2525a7aa7e8578d2ffc021077499,T76,1988,"we know that this program is not a Republican program, it's not a Democrat program - it's a program for older Americans",Claim
1988_2d438aa92f8daf650a3058c815a964e8,T1,1988,I have been in politics for twenty-five years,Premise
1988_7538ce18f6cb7ae593d2016fa1a7e935,T2,1988,I've won a lot of elections,Premise
1988_bcac7fde0cf1f41f8e801d02553db628,T3,1988,I've lost a few,Premise
1988_7aba56520a3dd0f4fdd837d633327a7c,T4,1988,and learned from those losses,Premise
1988_31d11be3173dc94e5f51984e049555e2,T5,1988,I won the Democratic nomination in fifty-one separate contests,Premise
1988_68f5f38fc2f06e627cdc3d56146341a3,T6,1988,I think I'm a reasonably likable guy,Claim
1988_8358603627a29ce39e0bad856a5bca13,T7,1988,I'm serious though,Premise
1988_27f539b49e8d2af65bcab48c71b52d4b,T8,1988,I think I'm a little more lovable these days than I used to be back in my youth when I began in my state legislature,Premise
1988_be6779e5f74060429e40579137659429,T9,1988,I'm also a serious guy,Premise
1988_139d4648f6b1a8e084a6d0c83d0b7daf,T10,1988,I think the presidency of the United States is a very serious office,Premise
1988_78a0a001325eac50e3df0176a02bc869,T11,1988,I think we have to address these issues in a very serious way,Premise
1988_286659082b6a7509ee011fb943340f2a,T12,1988,I also think it's important to be somebody who is willing to make those tough choices,Claim
1988_8304da2d2b756ca28564649718cd1164,T13,1988,we have just heard two or three times from the vice president: he's not going to raise taxes,Premise
1988_a24fe188f8f93b01c1bf446da1cbab28,T14,1988,"I repeat, within days after you made that pledge, you broke it; you said, well, maybe as a last resort we'll do it",Premise
1988_a4c77c0d95c1fa01f009239bf0c255ff,T15,1988,"you supported legislation this year that's involved tax increases not once, but twice",Premise
1988_d41e34e33b9c462b9a3f9f64ad53998c,T16,1988,that pledge isn't realistic,Claim
1988_83057eb4a5a00f6a13828dc53a65795b,T17,1988,I think the vice president knows it,Premise
1988_3efdebd8741ef658c9a469b4731b53b3,T18,1988,I think the people of this country know it,Premise
1988_7388ecd9108961056d9c83c49b84d873,T19,1988,The fact of the matter is that the next president of the United States is going to have to go to the White House seriously,Claim
1988_e8aadedc51e443955a01679c89cef58e,T20,1988,he is going to have to work with the Congress seriously,Claim
1988_6f31c08c56f68235b615e973f42b9446,T21,1988,he can't turn to the Congress and blame them for the fact that we don't have a balanced budget and that we have billions and billions of dollars in red ink,Claim
1988_2b202d8b5b4e70353232235482631371,T22,1988,I am going to be a president who is serious,Claim
1988_98b6015709d9ac2389cb3a197fb28027,T23,1988,"I think we know what they are: a good strong future, a future in which there is opportunity for all of our citizens",Claim
1988_e44adfbd7878642928876ed7edef31b3,T24,1988,"more than that, to do the kind of job that I'm elected to do, will do it with as much good humor as I can, but at the same time will do it in a way which will achieve the goals we want for ourselves and our people",Premise
1988_f3bb15cfbde2dd4ec7603af4228365a1,T25,1988,I don't think it's a question of whether people like you or not to make you an effective leader,Claim
1988_0aabc261548ec8553a4bf85c241d0de3,T26,1988,I think it's whether you share the broad dreams of the American people,Claim
1988_e03d7b0bf0d5e7988835a4bd7b61c815,T27,1988,"whether you have confidence in the people's ability to get things done or whether you think it all should be turned over, as many of the liberals do, to Washington, D.C",Claim
1988_a555d9c0a326e9c9f12473079a477e49,T28,1988,"I think it's a question of values, not likability or loveability",Claim
1988_35fe65ca8a3339338bacc19f2a66c632,T29,1988,"it's a question in foreign affairs in experience, knowing world leaders, knowing how to build on a superb record of this administration in arms control",Claim
1988_b8d56f26a9d038ae7e7f7756ea085143,T30,1988,you'd know exactly how to begin,Premise
1988_536d741962f9f3afde429d88db6794ec,T31,1988,You have to learn from experience that making unilateral cuts in defense system is not the way that you enhance peace,Premise
1988_722271e482a021815703cc68c025d627,T32,1988,You've got to understand that it is only the United States that can stand for freedom and democracy around the world and we can't turn it over to the United Nations or other multilateral organizations,Premise
1988_672b333ffde7aa745ebd1497d773bb21,T33,1988,I think I'd be a better President now for having had to travel to these communities and understand the family values and the importance of neighborhood,Claim
1988_147082db169f0c5c3745913d7eb4572b,T34,1988,I think my dad would be pretty proud of me,Claim
1988_a120b77458fe8ed2ea9eb9747db1240e,T35,1988,I think we've come a long long way,Claim
1988_4dbb310912491966faa832d035a21c31,T36,1988,"I think, you know three months ago, I remember some of the great publications in this country had written me off",Premise
1988_908da07cfa72179018c2113fa1edb653,T37,1988,"what I've had to do is define, not just my position, but to define his and I hope I've done it fairly",Premise
1988_fd08cd696a4b21a8f2a75521ac0dbc5d,T38,1988,"I've had to do that is that he ran on the left in the Democratic primary, ran firmly and ran with conviction and ran on his record",Premise
1988_dcee62f611c9ceb45169cafda4486b44,T39,1988,"then at that Democratic convention, they made a determination and they said there, ideology doesn't matter, just competence",Premise
1988_ed3f1de6803e95f1947c228816641632,T40,1988,in the process the negatives began,Premise
1988_de52e4d272ee988ad257ae253ceb230a,T41,1988,Thank God I was up in the with Jimmy Baker camping out and I didn't have to hear all the personal attacks on me out of that Democratic convention,Premise
1988_c33a8c5290956fb9c41f8ed8f01565d1,T42,1988,It wasn't me that was there at that convention,Premise
1988_97877326e9460fb431b3445f1638f397,T43,1988,I'm not the one that compared the President of the United States rotting from like a dead fish from the head down,Premise
1988_d900cb53d9899e873762629a796064db,T44,1988,I didn't do that,Premise
1988_cd7e4288d732f6bb07ca5ed465604b82,T45,1988,"I have defined the issues and I am not going to let Governor Dukakis go through this election without explaining some of these very liberal position he's the one a liberal, traditional liberal a progressive liberal Democrat",Claim
1988_45ca50127bda5931c044457a3b7a2835,T46,1988,"He's the one that brought up, to garner primary votes, the whole question of the ACLU",Premise
1988_02b788dd28bb103abde7fd52cb5cd0f5,T47,1988,I have enormous difference with the ACLU on their politic agenda,Claim
1988_c65cb76e7a8a5e9f3bfb3b8bf13404d6,T48,1988,Not on their defending some minority opinion on the right or the left,Premise
1988_1c8f41cda7a3991c6a43d1a0f98ad397,T49,1988,I support that,Claim
1988_6ef4842e6ffd10fd2dd0c7d2779e22cf,T50,1988,what I don't like is this left wing political agenda and therefore I have to help define that and if he's unwilling to do it,Claim
1988_fc5e991a78db0617325c3aef11c79fd6,T51,1988,"if he says ideology doesn't matter, I don't agree with him",Claim
1988_2c20c1c15eff1b490d2d8b4ed3375e88,T52,1988,"I guess the Vice President two or three times, said I was coming from the left",Premise
1988_e63ea728b9a3e1cac3e42bebeca76144,T53,1988,"In 1980, President Reagan called you a liberal for voting for Federal gun control",Premise
1988_6ecae1e7fd5e03c9abde12adefbc0d70,T54,1988,this is something Republicans have used for a long time,Premise
1988_10e5714e6182f125b75c7c5b17a4408c,T55,1988,They tried it with Franklin Roosevelt and Harry Truman and John Kennedy,Premise
1988_e4ff053e79b774259291f93fe40ec165,T56,1988,It's not labels,Claim
1988_9434ffa6445b17701f3fc14ba7b7bee8,T57,1988,It's our vision of America,Claim
1988_1207052e3307bc38e53b8403f9fc15bf,T58,1988,we have two fundamentally different visions of America,Claim
1988_d61a7329d327db7f3d9755c01df2ec27,T59,1988,"The Vice President is complacent, thinks we ought to stick with the status quo, doesn't think we ought to move ahead, thinking things are okay as they are",Premise
1988_9b4e14e97eaeee498bccdae2aac17109,T60,1988,I don't,Claim
1988_e10d5dad6e18ea7a112ac08f6b8f485a,T61,1988,I think this is a great country,Claim
1988_5d66f1fa29b484a2581996439063970f,T62,1988,"we've always wanted to do better, to make our country better, to make our lives better",Premise
1988_7c469020000441f9f03c7a02433de585,T63,1988,We've always been a nation which was ambitious for America and we move forward,Premise
1988_7d2936d2e4958a16bafb5fbcd2f800ce,T64,1988,that's the kind of America I want,Claim
1988_b0d821426f8fcca3f7876aa83f0c9b46,T65,1988,That's the kind of leadership I want to provide,Claim
1988_3db87d202acdb598efc19b07c93bce33,T66,1988,I don't think these labels mean a thing,Claim
1988_1bcf08f01d85b6396f3ed6c908ca51da,T1,1988,we have had not one but two detailed studies which indicate that there are billions and billions of dollars to be collected that are not being paid these are not taxes owed by average Americans,Premise
1988_0fbe50a6bffdaf0ca75d4dffbf27b484,T2,1988,We don't have an alternative,Claim
1988_6e095e05f65258604d9129c8e6ddbd51,T3,1988,We'll lose it when it's taken out of our paycheck before we even get it,Premise
1988_29c7b935b0a5e214ad5a48761b0628f9,T4,1988,it's the Internal Revenue Service which estimates now that we aren't collecting $100 billion or more in taxes owed in this country,Premise
1988_7ae9dc73fbabbc352b520b5f44619879,T5,1988,that is just absolutely unfair to the vast majority of Americans who pay their taxes and pay them on time,Premise
1988_a95ff2b865137b65ab192cf5a4c84bf9,T6,1988,"The Dorgan Task Force, which included two internal revenue commissioners, one a Republican, one a Democrat. It was a bipartisan commission, a study by two respected economists, which indicated that we could collect some 40, 45, 50 billion dollars of those funds",Premise
1988_84543ddc961a899ea0a5d0d4c487efe8,T7,1988,"In my own state, we did i",Premise
1988_1f6d166a9aea24b6ebb6b27049aedd05,T8,1988,"In other states, we've done it",Premise
1988_cf14b2aa988ec21e93d02bb157077a2c,T9,1988,Republican governors as well as Democratic governors,Premise
