Year;Date;SectionID;text;fallacy;subcategory;Speaker;real_date;Component_T;ann_filename;Component_span
1960;26Sep;1;The kind of country we have here, the kind of society we have, the kind of strength we build in the United States will be the defense of freedom;Appeal to Emotion;Flag waving;KENNEDY;26 9 1960;T11;1_1960.ann;2037 2181
1960;26Sep;1;I am not satisfied as an American with the progress that we're making;Appeal to Emotion;Flag waving;KENNEDY;26 9 1960;T14;1_1960.ann;2766 2835
1960;26Sep;1;This is a great country, but I think it could be a greater country;Appeal to Emotion;Flag waving;KENNEDY;26 9 1960;T15;1_1960.ann;2866 2903
1960;26Sep;1;this is a powerful country, but I think it could be a more powerful country;Appeal to Emotion;Flag waving;KENNEDY;26 9 1960;T16;1_1960.ann;2941 2984
1960;26Sep;1;I think that's the only way that the United States is going to maintain its freedom;Appeal to Emotion;Flag waving;KENNEDY;26 9 1960;T47;1_1960.ann;6481 6564
1960;26Sep;1;the United States should move ahead;Appeal to Emotion;Flag waving;NIXON;26 9 1960;T70;1_1960.ann;8564 8696
1960;26Sep;1;we have programs which we believe will move America;Appeal to Emotion;Flag waving;NIXON;26 9 1960;T100;1_1960.ann;13492 13543
1960;26Sep;1;dangerous;Appeal to Emotion;Loaded Language;KENNEDY;26 9 1960;T146;4_1960.ann;17662 17882
1960;26Sep;1;dangerous;Appeal to Emotion;Loaded Language;KENNEDY;26 9 1960;T146;4_1960.ann;17662 17882
1960;26Sep;1;deadly competition;Appeal to Emotion;Loaded Language;NIXON;26 9 1960;T68;1_1960.ann;8306 8411
1960;26Sep;1;retreat;Appeal to Emotion;Loaded Language;NIXON;26 9 1960;T78;1_1960.ann;9599 9716
1960;26Sep;1;defeat;Appeal to Emotion;Loaded Language;NIXON;26 9 1960;T78;1_1960.ann;9599 9716
1960;26Sep;1;stagnation;Appeal to Emotion;Loaded Language;NIXON;26 9 1960;T107;1_1960.ann;14916 15052
1960;26Sep;1;That shows that there's been more growth in this Administration than in its predecessor;False Cause;False Cause;NIXON;26 9 1960;T87;1_1960.ann;11093 11180
1960;26Sep;1;We find that your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration;False Cause;False Cause;NIXON;26 9 1960;T88;1_1960.ann;11294 11410
1960;26Sep;1;We find that the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration;False Cause;False Cause;NIXON;26 9 1960;T89;1_1960.ann;11456 11575
1960;26Sep;1;This means that the average family income went up fifteen per cent in the Eisenhower years as against two percent in the Truman years;False Cause;False Cause;NIXON;26 9 1960;T91;1_1960.ann;11624 11741
1960;26Sep;3;somewhat unsatisfactory about the figures;Appeal to Emotion;Loaded Language;KENNEDY;26 9 1960;T481;1_1960.ann;19449 19659
1960;26Sep;3;I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States.;False Cause;False Cause;NIXON;26 9 1960;T480;1_1960.ann;19235 19432
1960;26Sep;4;complete uh - economic chaos;Appeal to Emotion;Loaded Language;KENNEDY;26 9 1960;T149;1_1960.ann;21772 21823
1960;26Sep;4;because I think that if the federal government moved out of the program and withdrew its supports uh - then I think you would have complete uh - economic chaos.;Slippery Slope;Slippery Slope;KENNEDY;26 9 1960;T148;1_1960.ann;21685 21761
1960;26Sep;4;because I think that if the federal government moved out of the program and withdrew its supports uh - then I think you would have complete uh - economic chaos.;Slippery Slope;Slippery Slope;KENNEDY;26 9 1960;T148;1_1960.ann;21685 21761
1960;26Sep;4;And if the agricultural economy collapses, then the economy of the rest of the United States sooner or later will collapse.;Slippery Slope;Slippery Slope;KENNEDY;26 9 1960;T158;1_1960.ann;22421 22495
1960;26Sep;4;And if the agricultural economy collapses, then the economy of the rest of the United States sooner or later will collapse.;Slippery Slope;Slippery Slope;KENNEDY;26 9 1960;T158;1_1960.ann;22421 22495
1960;26Sep;4;So if the farmers' economy continues to decline as sharply as it has in recent years, then I think you would have a recession in the rest of the country.;Slippery Slope;Slippery Slope;KENNEDY;26 9 1960;T162;1_1960.ann;22648 22729
1960;26Sep;4;So if the farmers' economy continues to decline as sharply as it has in recent years, then I think you would have a recession in the rest of the country.;Slippery Slope;Slippery Slope;KENNEDY;26 9 1960;T162;1_1960.ann;22648 22729
1960;26Sep;5;I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.;Appeal to Authority;Popular Opinion;NIXON;26 9 1960;T210;1_1960.ann;28724 28794
1960;26Sep;5;I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.;Appeal to Authority;Popular Opinion;NIXON;26 9 1960;T210;1_1960.ann;28724 28794
1960;26Sep;7;But if the money will go to the states and the states can then determine whether it shall go for school construction or for teachers' salaries, in my opinion you protect the local authority over the school board and the school committee.;Appeal to Authority;False Authority;KENNEDY;26 9 1960;T306;1_1960.ann;39428 39527
1960;26Sep;7;But if the money will go to the states and the states can then determine whether it shall go for school construction or for teachers' salaries, in my opinion you protect the local authority over the school board and the school committee.;Appeal to Authority;False Authority;KENNEDY;26 9 1960;T306;1_1960.ann;39428 39527
1960;26Sep;7;But if the money will go to the states and the states can then determine whether it shall go for school construction or for teachers' salaries, in my opinion you protect the local authority over the school board and the school committee.;Appeal to Authority;False Authority;KENNEDY;26 9 1960;T306;1_1960.ann;39428 39527
1960;26Sep;7;I favor higher salaries for teachers.;Appeal to Emotion;Flag waving;NIXON;26 9 1960;T284;1_1960.ann;37234 37270
1960;26Sep;7;"When the federal government gets the power to pay teachers, inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach. I think this would be bad for the country; I think it would be bad for the teaching profession.";Slippery Slope;Slippery Slope;NIXON;26 9 1960;T280;1_1960.ann;36985 37092
1960;26Sep;7;"When the federal government gets the power to pay teachers, inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach. I think this would be bad for the country; I think it would be bad for the teaching profession.";Slippery Slope;Slippery Slope;NIXON;26 9 1960;T280;1_1960.ann;36985 37092
1960;26Sep;7;"When the federal government gets the power to pay teachers, inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach. I think this would be bad for the country; I think it would be bad for the teaching profession.";Slippery Slope;Slippery Slope;NIXON;26 9 1960;T280;1_1960.ann;36985 37092
1960;26Sep;7;"When the federal government gets the power to pay teachers, inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach. I think this would be bad for the country; I think it would be bad for the teaching profession.";Slippery Slope;Slippery Slope;NIXON;26 9 1960;T280;1_1960.ann;36985 37092
1960;26Sep;8;it was because the people were against them.;Appeal to Authority;Popular Opinion;NIXON;26 9 1960;T349;1_1960.ann;44342 44385
1960;26Sep;8;We were threatened by a veto if we passed a dollar and a quarter;Appeal to Emotion;Loaded Language;KENNEDY;26 9 1960;T495;1_1960.ann;41430 41494
1960;26Sep;8;It was killed in the Rules Committee.;Appeal to Emotion;Loaded Language;KENNEDY;26 9 1960;T329;1_1960.ann;41865 41901
1960;26Sep;9;You must always remember that a president can't stop anything unless he has the people behind him.;Appeal to Authority;Popular Opinion;NIXON;26 9 1960;T362;1_1960.ann;46279 46376
1960;26Sep;9;And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President.;Appeal to Authority;Popular Opinion;NIXON;26 9 1960;T363;1_1960.ann;46382 46635
1960;07Oct;1;There were eleven dictators in South America and in Central America when we came in, in 1953. Today there are only three left including the one in Cuba.;False Cause;False Cause;NIXON;7 10 1960;T16;2_1960.ann;3054 3146
1960;07Oct;1;There were eleven dictators in South America and in Central America when we came in, in 1953. Today there are only three left including the one in Cuba.;False Cause;False Cause;NIXON;7 10 1960;T16;2_1960.ann;3054 3146
1960;07Oct;2;the lie that we told;Appeal to Emotion;Loaded Language;KENNEDY;7 10 1960;T549;2_1960.ann;8511 8826
1960;07Oct;3;I've heard them explain - try to explain - how they tell their children how they can go into a store and buy a loaf of bread but then can't go into that store and sit at the counter and get a Coca Cola.;Appeal to Emotion;Appeal to pity;NIXON;7 10 1960;T553;2_1960.ann;12311 12512
1960;07Oct;3;"this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.";Appeal to Emotion;Flag waving;NIXON;7 10 1960;T75;2_1960.ann;13036 13081
1960;07Oct;3;"this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.";Appeal to Emotion;Flag waving;NIXON;7 10 1960;T75;2_1960.ann;13036 13081
1960;07Oct;3;"this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.";Appeal to Emotion;Flag waving;NIXON;7 10 1960;T75;2_1960.ann;13036 13081
1960;07Oct;3;"this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.";Appeal to Emotion;Flag waving;NIXON;7 10 1960;T75;2_1960.ann;13036 13081
1960;07Oct;3;"this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.";Appeal to Emotion;Flag waving;NIXON;7 10 1960;T75;2_1960.ann;13036 13081
1960;07Oct;3;"this isn't just a Southern problem; it's a Northern problem and a Western problem; it's a problem for all of us.";Appeal to Emotion;Flag waving;NIXON;7 10 1960;T75;2_1960.ann;13036 13081
1960;07Oct;4;And in the special session in which Senator Kennedy was calling the signals, along with Senator Johnson, they turned it down and he himself voted against giving us the powers despite the fact that the bill had already been considered before, that it already had hearings on, and the Congress already knew what it had before it.;Ad Hominem;Tu quoque;NIXON;7 10 1960;T140;2_1960.ann;19797 19994
1960;07Oct;4;And in the special session in which Senator Kennedy was calling the signals, along with Senator Johnson, they turned it down and he himself voted against giving us the powers despite the fact that the bill had already been considered before, that it already had hearings on, and the Congress already knew what it had before it.;Ad Hominem;Tu quoque;NIXON;7 10 1960;T140;2_1960.ann;19797 19994
1960;07Oct;4;And in the special session in which Senator Kennedy was calling the signals, along with Senator Johnson, they turned it down and he himself voted against giving us the powers despite the fact that the bill had already been considered before, that it already had hearings on, and the Congress already knew what it had before it.;Ad Hominem;Tu quoque;NIXON;7 10 1960;T140;2_1960.ann;19797 19994
1960;07Oct;4;"Unless the president speaks, then of course uh - the country doesn't speak, and Franklin Roosevelt said: ""The pre - uh - the presidency of the United States is above all a place of moral leadership.""";Appeal to Authority;Without Evidence;KENNEDY;7 10 1960;T556;2_1960.ann;18416 18535
1960;07Oct;4;We have to practice what we preach.;Slogans;Slogan;KENNEDY;7 10 1960;T116;2_1960.ann;17019 17053
1960;07Oct;5;Now when they talk about our record here, it is well that they recognize that they have to stand up for their record as well.;Ad Hominem;Tu quoque;NIXON;7 10 1960;T154;2_1960.ann;22976 23058
1960;07Oct;5;And that will always be the case as long as the Communists are on the international scene, in the aggressive tac- uh - tendencies that they presently are following.;Appeal to Emotion;Appeal to fear;NIXON;7 10 1960;T559;2_1960.ann;20820 20979
1960;07Oct;5;Governor Rockefeller has been far more critical in June of our position in the world than I have been.;Appeal to Authority;Without Evidence;KENNEDY;7 10 1960;T176;2_1960.ann;24749 24850
1960;07Oct;5;an offensive for the minds and hearts and souls of men;Appeal to Emotion;Loaded Language;NIXON;7 10 1960;T153;2_1960.ann;23160 23269
1960;07Oct;6;wholly indifferent;Appeal to Emotion;Loaded Language;KENNEDY;7 10 1960;T208;2_1960.ann;25655 25729
1960;07Oct;6;a disastrous situation;Appeal to Emotion;Loaded Language;NIXON;7 10 1960;T214;2_1960.ann;"28746 28866;28869 28914"
1960;07Oct;6;a battle for the minds and the hearts and the souls of men;Appeal to Emotion;Loaded Language;NIXON;7 10 1960;T220;2_1960.ann;30015 30073
1960;07Oct;7;Now in the last Congress - the special session of the Congress - there was a bill: one by the President, one by Senator Kennedy and members of his party. Now the bill that the President had submitted would have provided more aid for those areas that really need it - areas like Scranton and Wilkes-Barre and the areas of West Virginia - than the ones that Senator Kennedy was supporting. On the other hand we found that the bill got into the legislative difficulties and consequently no action was taken.;Ad Hominem;Tu quoque;NIXON;7 10 1960;T242;2_1960.ann;31129 31226
1960;07Oct;7;Now in the last Congress - the special session of the Congress - there was a bill: one by the President, one by Senator Kennedy and members of his party. Now the bill that the President had submitted would have provided more aid for those areas that really need it - areas like Scranton and Wilkes-Barre and the areas of West Virginia - than the ones that Senator Kennedy was supporting. On the other hand we found that the bill got into the legislative difficulties and consequently no action was taken.;Ad Hominem;Tu quoque;NIXON;7 10 1960;T242;2_1960.ann;31129 31226
1960;07Oct;8;That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.;Appeal to Authority;Popular Opinion;KENNEDY;7 10 1960;T286;2_1960.ann;36440 36554
1960;07Oct;8;That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.;Appeal to Authority;Popular Opinion;KENNEDY;7 10 1960;T286;2_1960.ann;36440 36554
1960;07Oct;8;That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.;Appeal to Authority;Popular Opinion;KENNEDY;7 10 1960;T286;2_1960.ann;36440 36554
1960;07Oct;8;And when we compare the economic progress of this country in the Truman Administration with that of the Eisenhower Administration, we find that in every index there has been a tr- great deal more performance and more progress in this Administration than in that one.;False Cause;False Cause;NIXON;7 10 1960;T310;2_1960.ann;"39259 39431;39435 39520"
1960;07Oct;8;And I believe this Administration has not met its responsibilities in the last eight years, that our power relative to that of the Communists is declining, that we're facing a very hazardous time in the sixties, and unless the United States begin to move here - unless we start to go ahead - I don't believe that we're going to meet our responsibility to our own people or to the cause of freedom.;Slippery Slope;Slippery Slope;KENNEDY;7 10 1960;T270;2_1960.ann;37700 37906
1960;07Oct;8;And I believe this Administration has not met its responsibilities in the last eight years, that our power relative to that of the Communists is declining, that we're facing a very hazardous time in the sixties, and unless the United States begin to move here - unless we start to go ahead - I don't believe that we're going to meet our responsibility to our own people or to the cause of freedom.;Slippery Slope;Slippery Slope;KENNEDY;7 10 1960;T270;2_1960.ann;37700 37906
1960;07Oct;9;sufficient vigor;Appeal to Emotion;Loaded Language;KENNEDY;7 10 1960;T141;1_1960.ann;20847 20934
1960;07Oct;10;I'm talking about a national mood.;Appeal to Emotion;Flag waving;KENNEDY;7 10 1960;T347;2_1960.ann;45173 45206
1960;07Oct;10;I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe.;Appeal to Emotion;Flag waving;KENNEDY;7 10 1960;T348;2_1960.ann;45208 45348
1960;07Oct;10;"Because when you do not tax, and tax enough to pay for your outgo, you pay it many times over in higher prices and inflation;";Slippery Slope;Slippery Slope;NIXON;7 10 1960;T373;2_1960.ann;47823 47939
1960;07Oct;11;In the Truman Administration, six hundred million people went behind the Iron Curtain including the satellite countries of Eastern Europe and Communist China.;False Cause;False Cause;NIXON;7 10 1960;T400;2_1960.ann;49547 49704
1960;07Oct;11;"In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.";False Cause;False Cause;NIXON;7 10 1960;T399;2_1960.ann;49706 49879
1960;07Oct;11;"In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.";False Cause;False Cause;NIXON;7 10 1960;T399;2_1960.ann;49706 49879
1960;07Oct;11;"In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.";False Cause;False Cause;NIXON;7 10 1960;T399;2_1960.ann;49706 49879
1960;07Oct;11;"In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.";False Cause;False Cause;NIXON;7 10 1960;T399;2_1960.ann;49706 49879
1960;07Oct;11;Now, there are people who go to bed hungry in the United States - far less, incidentally, than used to go to bed hungry when we came into power at the end of the Truman Administration.;False Cause;False Cause;NIXON;7 10 1960;T392;2_1960.ann;50531 50709
1960;07Oct;11;"In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.";Slippery Slope;Slippery Slope;NIXON;7 10 1960;T399;2_1960.ann;49706 49879
1960;07Oct;11;"In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.";Slippery Slope;Slippery Slope;NIXON;7 10 1960;T399;2_1960.ann;49706 49879
1960;07Oct;11;"In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.";Slippery Slope;Slippery Slope;NIXON;7 10 1960;T399;2_1960.ann;49706 49879
1960;07Oct;11;"In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.";Slippery Slope;Slippery Slope;NIXON;7 10 1960;T399;2_1960.ann;49706 49879
1960;07Oct;12;Now, Mr. Herter in 1958, when he was Under Secretary of State, said they were strategically undefensible.;Appeal to Authority;Without Evidence;KENNEDY;7 10 1960;T423;2_1960.ann;54412 54516
1960;07Oct;12;Admirals Spruance and Callins in 1955 said that we should not attempt to defend these islands, in their conference in the Far East.;Appeal to Authority;Without Evidence;KENNEDY;7 10 1960;T422;2_1960.ann;54518 54648
1960;07Oct;12;General Ridgway has said the same thing.;Appeal to Authority;Without Evidence;KENNEDY;7 10 1960;T421;2_1960.ann;54650 54689
1960;07Oct;12;the same kind of woolly thinking;Appeal to Emotion;Loaded Language;NIXON;7 10 1960;T449;2_1960.ann;57530 57626
1960;13Oct;1;I resent that comment.;Appeal to Emotion;Appeal to Emotion;NIXON;13 10 1960;T13;3_1960.ann;3576 3597
1960;13Oct;2;"Now what do the Chinese Communists want? They don't want just Quemoy and Matsu; they don't want just Formosa; they want the world.";Appeal to Emotion;Appeal to fear;NIXON;13 10 1960;T39;3_1960.ann;6865 6902
1960;13Oct;2;"Now what do the Chinese Communists want? They don't want just Quemoy and Matsu; they don't want just Formosa; they want the world.";Appeal to Emotion;Appeal to fear;NIXON;13 10 1960;T39;3_1960.ann;6865 6902
1960;13Oct;2;"Now what do the Chinese Communists want? They don't want just Quemoy and Matsu; they don't want just Formosa; they want the world.";Appeal to Emotion;Appeal to fear;NIXON;13 10 1960;T39;3_1960.ann;6865 6902
1960;13Oct;2;This is the history of dealing with dictators.;Appeal to Emotion;Loaded Language;NIXON;13 10 1960;T35;3_1960.ann;6514 6559
1960;13Oct;4;Mr. Nixon would add a guarantee to islands five miles off the coast of the re- Republic of China when he's never really protested the Communists seizing Cuba, ninety miles off the coast of the United States.;Ad Hominem;Circumstantial Ad Hominem;KENNEDY;13 10 1960;T136;3_1960.ann;"19368 19443;19447 19574"
1960;13Oct;4;We went through this tragic experience leading to World War II. We learned our lesson again in Korea, We must not learn it again.;Appeal to Emotion;Appeal to fear;NIXON;13 10 1960;T106;3_1960.ann;16454 16516
1960;13Oct;4;We went through this tragic experience leading to World War II. We learned our lesson again in Korea, We must not learn it again.;Appeal to Emotion;Appeal to fear;NIXON;13 10 1960;T106;3_1960.ann;16454 16516
1960;13Oct;4;We went through this tragic experience leading to World War II. We learned our lesson again in Korea, We must not learn it again.;Appeal to Emotion;Appeal to fear;NIXON;13 10 1960;T106;3_1960.ann;16454 16516
1960;13Oct;4;Now as far as President Eisenhower is concerned, I have often heard him discuss this question. As I uh - related a moment ago, the President has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun.;Appeal to Authority;Without Evidence;NIXON;13 10 1960;T102;3_1960.ann;15833 16005
1960;13Oct;4;"Uh - He sent a mission - the President - in 1955 of Mr. uh - Robertson and Admiral Radford. General Twining said they were still doing it in 1959. General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take. To me that concept is completely repugnant."" So I stand with them. I stand with the Secretary of State, Mr. Herter, who said these islands were indefensible.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T556;3_1960.ann;18782 18921
1960;13Oct;4;"Uh - He sent a mission - the President - in 1955 of Mr. uh - Robertson and Admiral Radford. General Twining said they were still doing it in 1959. General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take. To me that concept is completely repugnant."" So I stand with them. I stand with the Secretary of State, Mr. Herter, who said these islands were indefensible.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T556;3_1960.ann;18782 18921
1960;13Oct;4;"Uh - He sent a mission - the President - in 1955 of Mr. uh - Robertson and Admiral Radford. General Twining said they were still doing it in 1959. General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take. To me that concept is completely repugnant."" So I stand with them. I stand with the Secretary of State, Mr. Herter, who said these islands were indefensible.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T556;3_1960.ann;18782 18921
1960;13Oct;4;"Uh - He sent a mission - the President - in 1955 of Mr. uh - Robertson and Admiral Radford. General Twining said they were still doing it in 1959. General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take. To me that concept is completely repugnant."" So I stand with them. I stand with the Secretary of State, Mr. Herter, who said these islands were indefensible.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T556;3_1960.ann;18782 18921
1960;13Oct;4;"Uh - He sent a mission - the President - in 1955 of Mr. uh - Robertson and Admiral Radford. General Twining said they were still doing it in 1959. General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take. To me that concept is completely repugnant."" So I stand with them. I stand with the Secretary of State, Mr. Herter, who said these islands were indefensible.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T556;3_1960.ann;18782 18921
1960;13Oct;4;distortion of the facts;Appeal to Emotion;Loaded Language;KENNEDY;13 10 1960;T120;3_1960.ann;17658 17783
1960;13Oct;4;that once you do this - follow this course of action - of indicating that you are not going to defend a particular area, the inevitable result is that it encourages a man who is determined to conquer the world to press you to the point of no return. And that means war.;Slippery Slope;Slippery Slope;NIXON;13 10 1960;T557;3_1960.ann;16189 16432
1960;13Oct;4;that once you do this - follow this course of action - of indicating that you are not going to defend a particular area, the inevitable result is that it encourages a man who is determined to conquer the world to press you to the point of no return. And that means war.;Slippery Slope;Slippery Slope;NIXON;13 10 1960;T557;3_1960.ann;16189 16432
1960;13Oct;6;"But as Admiral Yarnell has said, and he's been supported by most military authority, these islands that we're now talking about are not worth the bones of a single American soldier; and I know how difficult it is to sustain troops close to the shore under artillery bombardment.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T194;3_1960.ann;27166 27261
1960;13Oct;6;"But as Admiral Yarnell has said, and he's been supported by most military authority, these islands that we're now talking about are not worth the bones of a single American soldier; and I know how difficult it is to sustain troops close to the shore under artillery bombardment.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T194;3_1960.ann;27166 27261
1960;13Oct;6;"But as Admiral Yarnell has said, and he's been supported by most military authority, these islands that we're now talking about are not worth the bones of a single American soldier; and I know how difficult it is to sustain troops close to the shore under artillery bombardment.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T194;3_1960.ann;27166 27261
1960;13Oct;6;"But as Admiral Yarnell has said, and he's been supported by most military authority, these islands that we're now talking about are not worth the bones of a single American soldier; and I know how difficult it is to sustain troops close to the shore under artillery bombardment.";Appeal to Authority;Without Evidence;KENNEDY;13 10 1960;T194;3_1960.ann;27166 27261
1960;13Oct;6;and I know how difficult it is to sustain troops close to the shore under artillery bombardment.;Appeal to Emotion;Appeal to pity;KENNEDY;13 10 1960;T195;3_1960.ann;27267 27358
1960;13Oct;6;any hope for success;Appeal to Emotion;Loaded Language;KENNEDY;13 10 1960;T183;3_1960.ann;25998 26069
1960;13Oct;6;"Now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of Indochina, the Communists have moved out and we do have a strong, free bastion there.";False Cause;False Cause;NIXON;13 10 1960;T168;3_1960.ann;23501 23586
1960;13Oct;6;"Now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of Indochina, the Communists have moved out and we do have a strong, free bastion there.";False Cause;False Cause;NIXON;13 10 1960;T168;3_1960.ann;23501 23586
1960;13Oct;6;"Now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of Indochina, the Communists have moved out and we do have a strong, free bastion there.";False Cause;False Cause;NIXON;13 10 1960;T168;3_1960.ann;23501 23586
1960;13Oct;7;"Communism is the enemy of all religions; and we who do believe in God must join together.";Appeal to Emotion;Flag waving;NIXON;13 10 1960;T225;3_1960.ann;29760 29803
1960;13Oct;7;"Communism is the enemy of all religions; and we who do believe in God must join together.";Appeal to Emotion;Flag waving;NIXON;13 10 1960;T225;3_1960.ann;29760 29803
1960;13Oct;7;"I obviously repudiate the Klan; I repudiate anybody who uses the religious issue; I will not tolerate it, I have ordered all of my people to have nothing to do with it and I say - say to this great audience, whoever may be listening, remember, if you believe in America, if you want America to set the right example to the world, that we cannot have religious or racial prejudice.";Appeal to Emotion;Flag waving;NIXON;13 10 1960;T218;3_1960.ann;30061 30122
